index,year,month,day,time,camera,tag,prediction
543,2022,08,15,0654,B,HD1089,1
544,2022,08,15,0659,B,HD1090,1
545,2022,08,15,0704,B,HD1091,1
546,2022,08,15,0709,B,HD1092,1
547,2022,08,15,0714,B,HD1093,1
548,2022,08,15,0719,B,HD1094,1
549,2022,08,15,0724,B,HD1095,1
550,2022,08,15,0729,B,HD1096,1
551,2022,08,15,0734,B,HD1097,1
552,2022,08,15,0739,B,HD1098,1
553,2022,08,15,0744,B,HD1099,1
554,2022,08,15,0749,B,HD1100,1
555,2022,08,15,0754,B,HD1101,1
556,2022,08,15,0759,B,HD1102,1
557,2022,08,15,0804,B,HD1103,1
558,2022,08,15,0809,B,HD1104,1
559,2022,08,15,0814,B,HD1105,1
560,2022,08,15,0819,B,HD1106,1
561,2022,08,15,0824,B,HD1107,1
562,2022,08,15,0829,B,HD1108,1
563,2022,08,15,0834,B,HD1109,1
564,2022,08,15,0839,B,HD1110,1
565,2022,08,15,0844,B,HD1111,1
566,2022,08,15,0849,B,HD1112,1
567,2022,08,15,0854,B,HD1113,1
568,2022,08,15,0859,B,HD1114,1
569,2022,08,15,0904,B,HD1115,1
570,2022,08,15,0909,B,HD1116,1
571,2022,08,15,0914,B,HD1117,1
572,2022,08,15,0919,B,HD1118,1
573,2022,08,15,0924,B,HD1119,1
574,2022,08,15,0929,B,HD1120,1
575,2022,08,15,0934,B,HD1121,1
576,2022,08,15,0939,B,HD1122,1
577,2022,08,15,0944,B,HD1123,1
578,2022,08,15,0949,B,HD1124,1
579,2022,08,15,0954,B,HD1125,1
580,2022,08,15,0959,B,HD1126,1
581,2022,08,15,1004,B,HD1127,1
582,2022,08,15,1009,B,HD1128,1
583,2022,08,15,1014,B,HD1129,1
584,2022,08,15,1019,B,HD1130,1
585,2022,08,15,1024,B,HD1131,1
586,2022,08,15,1029,B,HD1132,1
587,2022,08,15,1034,B,HD1133,1
588,2022,08,15,1039,B,HD1134,1
589,2022,08,15,1044,B,HD1135,1
590,2022,08,15,1049,B,HD1136,1
591,2022,08,15,1054,B,HD1137,1
592,2022,08,15,1059,B,HD1138,1
593,2022,08,15,1104,B,HD1139,1
594,2022,08,15,1109,B,HD1140,1
595,2022,08,15,1114,B,HD1141,1
596,2022,08,15,1119,B,HD1142,1
597,2022,08,15,1124,B,HD1143,1
598,2022,08,15,1129,B,HD1144,1
599,2022,08,15,1134,B,HD1145,1
600,2022,08,15,1139,B,HD1146,1
601,2022,08,15,1144,B,HD1147,1
602,2022,08,15,1149,B,HD1148,1
603,2022,08,15,1154,B,HD1149,1
604,2022,08,15,1159,B,HD1150,1
605,2022,08,15,1249,B,HD1151,1
606,2022,08,15,1254,B,HD1152,1
607,2022,08,15,1259,B,HD1153,1
608,2022,08,15,1304,B,HD1154,1
609,2022,08,15,1309,B,HD1155,1
610,2022,08,15,1314,B,HD1156,1
611,2022,08,15,1319,B,HD1157,1
612,2022,08,15,1324,B,HD1158,1
613,2022,08,15,1329,B,HD1159,1
614,2022,08,15,1334,B,HD1160,1
615,2022,08,15,1339,B,HD1161,1
616,2022,08,15,1344,B,HD1162,1
617,2022,08,15,1349,B,HD1163,1
618,2022,08,15,1354,B,HD1164,1
619,2022,08,15,1359,B,HD1165,1
620,2022,08,15,1404,B,HD1166,1
621,2022,08,15,1409,B,HD1167,1
622,2022,08,15,1414,B,HD1168,1
623,2022,08,15,1419,B,HD1169,1
624,2022,08,15,1424,B,HD1170,1
625,2022,08,15,1429,B,HD1171,1
626,2022,08,15,1434,B,HD1172,1
627,2022,08,15,1439,B,HD1173,1
628,2022,08,15,1444,B,HD1174,1
629,2022,08,15,1449,B,HD1175,1
630,2022,08,15,1454,B,HD1176,1
631,2022,08,15,1459,B,HD1177,1
632,2022,08,15,1504,B,HD1178,1
633,2022,08,15,1509,B,HD1179,1
634,2022,08,15,1514,B,HD1180,1
635,2022,08,15,1519,B,HD1181,1
636,2022,08,15,1524,B,HD1182,1
637,2022,08,15,1529,B,HD1183,1
638,2022,08,15,1534,B,HD1184,1
639,2022,08,15,1539,B,HD1185,1
640,2022,08,15,1544,B,HD1186,1
641,2022,08,15,1549,B,HD1187,1
642,2022,08,15,1554,B,HD1188,1
643,2022,08,15,1559,B,HD1189,1
644,2022,08,15,1604,B,HD1190,1
645,2022,08,15,1609,B,HD1191,1
646,2022,08,15,1614,B,HD1192,1
647,2022,08,15,1619,B,HD1193,1
648,2022,08,15,1624,B,HD1194,1
649,2022,08,15,1629,B,HD1195,1
650,2022,08,15,1634,B,HD1196,1
651,2022,08,15,1639,B,HD1197,1
652,2022,08,15,1644,B,HD1198,1
653,2022,08,15,1649,B,HD1199,1
654,2022,08,15,1654,B,HD1200,1
655,2022,08,15,1659,B,HD1201,1
656,2022,08,15,1704,B,HD1202,1
657,2022,08,15,1709,B,HD1203,1
658,2022,08,15,1714,B,HD1204,0
659,2022,08,15,1719,B,HD1205,0
660,2022,08,15,1724,B,HD1206,0
661,2022,08,15,1729,B,HD1207,0
