index,year,month,day,time,camera,tag,prediction
7629,2023,07,28,0120,B,PICT2450,1
7630,2023,07,28,0125,B,PICT2451,1
7631,2023,07,28,0130,B,PICT2452,1
7632,2023,07,28,0135,B,PICT2453,1
7633,2023,07,28,0140,B,PICT2454,1
7634,2023,07,28,0145,B,PICT2455,1
7635,2023,07,28,0150,B,PICT2456,1
7636,2023,07,28,0155,B,PICT2457,1
7637,2023,07,28,0200,B,PICT2458,1
7638,2023,07,28,0205,B,PICT2459,1
7639,2023,07,28,0210,B,PICT2460,1
7640,2023,07,28,0215,B,PICT2461,1
7641,2023,07,28,0220,B,PICT2462,1
7642,2023,07,28,0225,B,PICT2463,1
7643,2023,07,28,0230,B,PICT2464,1
7644,2023,07,28,0235,B,PICT2465,1
7645,2023,07,28,0240,B,PICT2466,1
7646,2023,07,28,0245,B,PICT2467,1
7647,2023,07,28,0250,B,PICT2468,1
7648,2023,07,28,0255,B,PICT2469,1
7649,2023,07,28,0300,B,PICT2470,1
7650,2023,07,28,0305,B,PICT2471,1
7651,2023,07,28,0310,B,PICT2472,1
7652,2023,07,28,0315,B,PICT2473,1
7653,2023,07,28,0320,B,PICT2474,1
7654,2023,07,28,0325,B,PICT2475,1
7655,2023,07,28,0330,B,PICT2476,1
7656,2023,07,28,0335,B,PICT2477,1
7657,2023,07,28,0340,B,PICT2478,1
7658,2023,07,28,0345,B,PICT2479,1
7659,2023,07,28,0350,B,PICT2480,1
7660,2023,07,28,0355,B,PICT2481,1
7661,2023,07,28,0400,B,PICT2482,1
7662,2023,07,28,0405,B,PICT2483,1
7663,2023,07,28,0410,B,PICT2484,1
7664,2023,07,28,0415,B,PICT2485,1
7665,2023,07,28,0420,B,PICT2486,1
7666,2023,07,28,0425,B,PICT2487,1
7667,2023,07,28,0430,B,PICT2488,1
7668,2023,07,28,0435,B,PICT2489,1
7669,2023,07,28,0440,B,PICT2490,1
7670,2023,07,28,0445,B,PICT2491,1
7671,2023,07,28,0450,B,PICT2492,1
7672,2023,07,28,0455,B,PICT2493,1
7673,2023,07,28,0500,B,PICT2494,1
7674,2023,07,28,0505,B,PICT2495,1
7675,2023,07,28,0510,B,PICT2496,1
7676,2023,07,28,0515,B,PICT2497,1
7677,2023,07,28,0520,B,PICT2498,1
7678,2023,07,28,0525,B,PICT2499,1
7679,2023,07,28,0530,B,PICT2500,1
7680,2023,07,28,0535,B,PICT2501,1
7681,2023,07,28,0540,B,PICT2502,1
7682,2023,07,28,0545,B,PICT2503,1
7683,2023,07,28,0550,B,PICT2504,1
7684,2023,07,28,0555,B,PICT2505,1
7685,2023,07,28,0600,B,PICT2506,1
7686,2023,07,28,0605,B,PICT2507,1
7687,2023,07,28,0610,B,PICT2508,1
7688,2023,07,28,0615,B,PICT2509,1
7689,2023,07,28,0620,B,PICT2510,1
7690,2023,07,28,0625,B,PICT2511,1
7691,2023,07,28,0630,B,PICT2512,1
7692,2023,07,28,0635,B,PICT2513,1
7693,2023,07,28,0640,B,PICT2514,1
7694,2023,07,28,0645,B,PICT2515,1
7695,2023,07,28,0650,B,PICT2516,1
7696,2023,07,28,0655,B,PICT2517,1
7697,2023,07,28,0700,B,PICT2518,1
7698,2023,07,28,0705,B,PICT2519,1
7699,2023,07,28,0710,B,PICT2520,1
7700,2023,07,28,0715,B,PICT2521,1
7701,2023,07,28,0720,B,PICT2522,1
7702,2023,07,28,0725,B,PICT2523,1
7703,2023,07,28,0730,B,PICT2524,1
7704,2023,07,28,0735,B,PICT2525,1
7705,2023,07,28,0740,B,PICT2526,1
7706,2023,07,28,0745,B,PICT2527,1
7707,2023,07,28,0750,B,PICT2528,1
7708,2023,07,28,0755,B,PICT2529,1
7709,2023,07,28,0800,B,PICT2530,1
7710,2023,07,28,0805,B,PICT2531,1
7711,2023,07,28,0810,B,PICT2532,1
7712,2023,07,28,0815,B,PICT2533,1
7713,2023,07,28,0820,B,PICT2534,1
7714,2023,07,28,0825,B,PICT2535,1
7715,2023,07,28,0830,B,PICT2536,1
7716,2023,07,28,0835,B,PICT2537,1
7717,2023,07,28,0840,B,PICT2538,1
7718,2023,07,28,0845,B,PICT2539,1
7719,2023,07,28,0850,B,PICT2540,1
7720,2023,07,28,0855,B,PICT2541,1
7721,2023,07,28,0900,B,PICT2542,1
7722,2023,07,28,0905,B,PICT2543,1
7723,2023,07,28,0910,B,PICT2544,1
7724,2023,07,28,0915,B,PICT2545,1
7725,2023,07,28,0920,B,PICT2546,1
7726,2023,07,28,0925,B,PICT2547,1
7727,2023,07,28,0930,B,PICT2548,1
7728,2023,07,28,0935,B,PICT2549,1
7729,2023,07,28,0940,B,PICT2550,1
7730,2023,07,28,0945,B,PICT2551,1
7731,2023,07,28,0950,B,PICT2552,1
7732,2023,07,28,0955,B,PICT2553,1
7733,2023,07,28,1000,B,PICT2554,1
7734,2023,07,28,1005,B,PICT2555,1
7735,2023,07,28,1010,B,PICT2556,1
7736,2023,07,28,1015,B,PICT2557,1
7737,2023,07,28,1020,B,PICT2558,1
7738,2023,07,28,1025,B,PICT2559,1
7739,2023,07,28,1030,B,PICT2560,1
7740,2023,07,28,1035,B,PICT2561,1
7741,2023,07,28,1040,B,PICT2562,1
7742,2023,07,28,1045,B,PICT2563,1
7743,2023,07,28,1050,B,PICT2564,1
7744,2023,07,28,1055,B,PICT2565,1
7745,2023,07,28,1100,B,PICT2566,1
7746,2023,07,28,1105,B,PICT2567,1
7747,2023,07,28,1110,B,PICT2568,1
7748,2023,07,28,1115,B,PICT2569,1
7749,2023,07,28,1120,B,PICT2570,1
7750,2023,07,28,1125,B,PICT2571,1
7751,2023,07,28,1130,B,PICT2572,1
7752,2023,07,28,1135,B,PICT2573,1
7753,2023,07,28,1140,B,PICT2574,1
7754,2023,07,28,1145,B,PICT2575,1
7755,2023,07,28,1150,B,PICT2576,1
7756,2023,07,28,1155,B,PICT2577,1
7757,2023,07,28,1236,B,PICT2578,1
7758,2023,07,28,1241,B,PICT2579,1
7759,2023,07,28,1246,B,PICT2580,1
7760,2023,07,28,1251,B,PICT2581,1
7761,2023,07,28,1256,B,PICT2582,1
7762,2023,07,28,1301,B,PICT2583,1
7763,2023,07,28,1306,B,PICT2584,1
7764,2023,07,28,1311,B,PICT2585,1
7765,2023,07,28,1316,B,PICT2586,1
7766,2023,07,28,1321,B,PICT2587,1
7767,2023,07,28,1326,B,PICT2588,1
7768,2023,07,28,1331,B,PICT2589,1
7769,2023,07,28,1336,B,PICT2590,1
7770,2023,07,28,1341,B,PICT2591,1
7771,2023,07,28,1346,B,PICT2592,1
7772,2023,07,28,1351,B,PICT2593,1
7773,2023,07,28,1356,B,PICT2594,1
7774,2023,07,28,1401,B,PICT2595,1
7775,2023,07,28,1406,B,PICT2596,1
7776,2023,07,28,1411,B,PICT2597,1
7777,2023,07,28,1416,B,PICT2598,1
7778,2023,07,28,1421,B,PICT2599,1
7779,2023,07,28,1426,B,PICT2600,1
7780,2023,07,28,1431,B,PICT2601,1
7781,2023,07,28,1436,B,PICT2602,1
7782,2023,07,28,1441,B,PICT2603,1
7783,2023,07,28,1446,B,PICT2604,1
7784,2023,07,28,1451,B,PICT2605,1
7785,2023,07,28,1456,B,PICT2606,1
7786,2023,07,28,1501,B,PICT2607,1
7787,2023,07,28,1506,B,PICT2608,1
7788,2023,07,28,1511,B,PICT2609,1
7789,2023,07,28,1516,B,PICT2610,1
